"","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","ID","Adult"
"571","Taylor, Mr. Percy Cornelius",32,"S","2classPass",NA,NA,"m",2,"2class",FALSE,571,TRUE
"572","Toomey, Miss Ellen Mary",48,"S","2classPass","9",NA,"f",2,"2class",TRUE,572,TRUE
"573","Troupiansky, Mr. Moses Aaron",23,"S","2classPass",NA,NA,"m",2,"2class",FALSE,573,TRUE
"574","Trout, Mrs. Jessie L.",26,"S","2classPass","9",NA,"f",2,"2class",TRUE,574,TRUE
"575","Troutt, Miss Edwina Celia ""Winnie""",27,"S","2classPass","16",NA,"f",2,"2class",TRUE,575,TRUE
"576","Turpin, Mr. William John Robert",29,"S","2classPass",NA,NA,"m",2,"2class",FALSE,576,TRUE
"577","Turpin, Mrs. Dorothy Ann (née Wonnacott)",27,"S","2classPass",NA,NA,"f",2,"2class",FALSE,577,TRUE
"578","Veal, Mr. James",40,"S","2classPass",NA,NA,"m",2,"2class",FALSE,578,TRUE
"579","Wallcroft, Miss Ellen ""Nellie""",36,"S","2classPass","14",NA,"f",2,"2class",TRUE,579,TRUE
"580","Ware, Mr. John James",45,"S","2classPass",NA,NA,"m",2,"2class",FALSE,580,TRUE
"581","Ware, Mrs. Florence Louise (née Long)",31,"S","2classPass","10",NA,"f",2,"2class",TRUE,581,TRUE
"582","Ware, Mr. William Jeffery",23,"S","2classPass",NA,NA,"m",2,"2class",FALSE,582,TRUE
"583","Watson, Mr. Ennis Hastings",15,"B","2classPass",NA,NA,"m",2,"2class",FALSE,583,FALSE
"584","Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)",40,"S","2classPass","9",NA,"f",2,"2class",TRUE,584,TRUE
"585","Watt, Miss Robertha Josephine ""Bertha""",12,"S","2classPass","9",NA,"f",2,"2class",TRUE,585,FALSE
"586","Webber, Miss Susan",37,"S","2classPass","12",NA,"f",2,"2class",TRUE,586,TRUE
"587","Weisz, Mr. Leopold",28,"S","2classPass",NA,"293MB","m",2,"2class",FALSE,587,TRUE
"588","Weisz, Mrs. Mathilde Françoise (née Pëde)",37,"S","2classPass","10",NA,"f",2,"2class",TRUE,588,TRUE
"589","Wells, Mrs. Addie Dart (née Trevaskis)",29,"S","2classPass","14",NA,"f",2,"2class",TRUE,589,TRUE
"590","Wells, Miss Joan",4,"S","2classPass","14",NA,"f",2,"2class",TRUE,590,FALSE
"591","Wells, Master Ralph Lester",2,"S","2classPass","14",NA,"m",2,"2class",TRUE,591,FALSE
"592","West, Mr. Edwy Arthur",36,"S","2classPass",NA,NA,"m",2,"2class",FALSE,592,TRUE
"593","West, Mrs. Ada Mary (née Worth)",33,"S","2classPass","10",NA,"f",2,"2class",TRUE,593,TRUE
"594","West, Miss Constance Mirium",4,"S","2classPass","10",NA,"f",2,"2class",TRUE,594,FALSE
"595","West, Miss Barbara Joyce",0.833,"S","2classPass","10",NA,"f",2,"2class",TRUE,595,FALSE
"596","Wheadon, Mr. Edward H.",66,"S","2classPass",NA,NA,"m",2,"2class",FALSE,596,TRUE
"597","Wheeler, Mr. Edwin Charles ""Fred""",24,"S","2classPass",NA,NA,"m",2,"2class",FALSE,597,TRUE
"598","Whilems, Mr. Charles",32,"S","2classPass","9",NA,"m",2,"2class",TRUE,598,TRUE
"599","Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe)",29,"S","2classPass","16",NA,"f",2,"2class",TRUE,599,TRUE
"600","Williams, Mr. Charles Eugene",23,"S","2classPass","14",NA,"m",2,"2class",TRUE,600,TRUE
"601","Woodward, Mr. John Wesley",32,"S","2classPass",NA,NA,"m",2,"2class",FALSE,601,TRUE
"602","Wright, Miss Marion",26,"S","2classPass","9",NA,"f",2,"2class",TRUE,602,TRUE
"603","Yvois, Miss Henriette",24,"S","2classPass",NA,NA,"m",2,"2class",FALSE,603,TRUE
"604","Abbing, Mr. Anthony",40,"S","3classPass",NA,NA,"m",3,"3class",FALSE,604,TRUE
"605","Abbott, Mrs. Rhoda Mary (née Hunt)",39,"S","3classPass","A",NA,"f",3,"3class",TRUE,605,TRUE
"606","Abbott, Mr. Rossmore Edward",16,"S","3classPass",NA,"190MB","m",3,"3class",FALSE,606,TRUE
"607","Abbott, Mr. Eugene Joseph",14,"S","3classPass",NA,NA,"m",3,"3class",FALSE,607,FALSE
"608","Abd al-Khaliq, Mr. Farid Qasim Husayn",18,"C","3classPass",NA,NA,"m",3,"3class",FALSE,608,TRUE
"609","Abelseth, Miss Karen Marie",16,"S","3classPass","16",NA,"f",3,"3class",TRUE,609,TRUE
"610","Abelseth, Mr. Olaus Jørgensen",25,"S","3classPass","A",NA,"m",3,"3class",TRUE,610,TRUE
"611","Abrahamsson, Mr. Abraham August Johannes",20,"S","3classPass","15",NA,"m",3,"3class",TRUE,611,TRUE
"612","Abrahim, Mrs. Mary Sophie Halaut (née Easu)",18,"C","3classPass","C",NA,"f",3,"3class",TRUE,612,TRUE
"613","Adahl, Mr. Mauritz Nils Martin",30,"S","3classPass",NA,"72MB","m",3,"3class",FALSE,613,TRUE
"614","Adams, Mr. John",26,"S","3classPass",NA,"103MB","m",3,"3class",FALSE,614,TRUE
"615","Ahlin, Mrs. Johanna Persdotter (née Larsson)",40,"S","3classPass",NA,NA,"m",3,"3class",FALSE,615,TRUE
"616","Aks, Mrs. Leah (née Rosen)",18,"S","3classPass","13",NA,"f",3,"3class",TRUE,616,TRUE
"617","Aks, Master Frank Philip",0.833,"S","3classPass","11",NA,"m",3,"3class",TRUE,617,FALSE
"618","Al-Muna, Mr. Nasif Qasim",26,"C","3classPass","15",NA,"m",3,"3class",TRUE,618,TRUE
"619","Alexander, Mr. William",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,619,TRUE
"620","Alhomäki, Mr. Ilmari Rudolf",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,620,TRUE
"621","Ali, Mr. Ahmed",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,621,TRUE
"622","Ali, Mr. William",25,"S","3classPass",NA,"79MB","m",3,"3class",FALSE,622,TRUE
"623","Allen, Mr. William Henry",35,"S","3classPass",NA,NA,"m",3,"3class",FALSE,623,TRUE
"624","Allum, Mr. Owen George",15,"S","3classPass",NA,"259MB","m",3,"3class",FALSE,624,FALSE
"625","Al-Zainni, Mr. Fahim Ruhanna",22,"C","3classPass","6",NA,"m",3,"3class",TRUE,625,TRUE
"626","Andersen, Mr. Albert Karvin",33,"S","3classPass",NA,"260MB","m",3,"3class",FALSE,626,TRUE
"627","Andersen-Jensen, Miss Carla Christine",19,"S","3classPass","16",NA,"f",3,"3class",TRUE,627,TRUE
"628","Andersson, Mr. Anders Johan",39,"S","3classPass",NA,NA,"m",3,"3class",FALSE,628,TRUE
"629","Andersson, Mrs. Alfrida Konstantia (née Brogren)",39,"S","3classPass",NA,NA,"f",3,"3class",FALSE,629,TRUE
"630","Andersson, Miss Sigrid Elisabeth",11,"S","3classPass",NA,NA,"f",3,"3class",FALSE,630,FALSE
"631","Andersson, Miss Ingeborg Constanzia",9,"S","3classPass",NA,NA,"f",3,"3class",FALSE,631,FALSE
"632","Andersson, Miss Ebba Iris Alfrida",6,"S","3classPass",NA,NA,"f",3,"3class",FALSE,632,FALSE
"633","Andersson, Master Sigvard Harald Elias",4,"S","3classPass",NA,NA,"m",3,"3class",FALSE,633,FALSE
"634","Andersson, Miss Ellis Anna Maria",2,"S","3classPass",NA,NA,"f",3,"3class",FALSE,634,FALSE
"635","Andersson, Miss Erna Alexandra",17,"S","3classPass","D",NA,"f",3,"3class",TRUE,635,TRUE
"636","Andersson, Miss Ida Augusta Margareta",38,"S","3classPass",NA,NA,"f",3,"3class",FALSE,636,TRUE
"637","Andersson, Mr. Johan Samuel",26,"S","3classPass",NA,NA,"m",3,"3class",FALSE,637,TRUE
"638","Andreasson, Mr. Paul Edvin",20,"S","3classPass",NA,NA,"m",3,"3class",FALSE,638,TRUE
"639","Angheloff, Mr. Minko",26,"S","3classPass",NA,NA,"m",3,"3class",FALSE,639,TRUE
"640","Arnold-Franchi, Mr. Josef",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,640,TRUE
"641","Arnold-Franchi, Mrs. Josefine (née Franchi)",18,"S","3classPass",NA,NA,"f",3,"3class",FALSE,641,TRUE
"642","Aronsson, Mr. Ernst Axel Algot",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,642,TRUE
"643","Asim, Mr. Adola",35,"S","3classPass",NA,NA,"m",3,"3class",FALSE,643,TRUE
"644","Asplund, Mr. Carl Oscar Vilhelm Gustafsson",40,"S","3classPass",NA,"142MB","m",3,"3class",FALSE,644,TRUE
"645","Asplund, Mrs. Selma Augusta Emilia (née Johansson)",38,"S","3classPass","15",NA,"f",3,"3class",TRUE,645,TRUE
"646","Asplund, Master Filip Oscar",13,"S","3classPass",NA,NA,"m",3,"3class",FALSE,646,FALSE
"647","Asplund, Master Clarence Gustaf Hugo",9,"S","3classPass",NA,NA,"m",3,"3class",FALSE,647,FALSE
"648","Asplund, Master Carl Edgar",5,"S","3classPass",NA,NA,"m",3,"3class",FALSE,648,FALSE
"649","Asplund, Miss Lillian Gertrud",5,"S","3classPass","15",NA,"f",3,"3class",TRUE,649,FALSE
"650","Asplund, Master Edvin Rojj Felix",3,"S","3classPass","15",NA,"m",3,"3class",TRUE,650,FALSE
"651","Asplund, Mr. Johan Charles",23,"S","3classPass","13",NA,"m",3,"3class",TRUE,651,TRUE
"652","Assaf, Mrs. Mariyam (née Khalil)",45,"C","3classPass","C",NA,"f",3,"3class",TRUE,652,TRUE
"653","Assam, Mr. Ali",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,653,TRUE
"654","Attala, Mr. Sleiman",30,"C","3classPass",NA,NA,"m",3,"3class",FALSE,654,TRUE
"655","Atta Allah, Miss Malakah",17,"C","3classPass",NA,NA,"m",3,"3class",FALSE,655,TRUE
"656","Augustsson, Mr. Albert",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,656,TRUE
"657","Ayyub Dahir, Miss Bannurah",15,"C","3classPass","C",NA,"f",3,"3class",TRUE,657,FALSE
"658","Bakus, Mr. Raful",20,"C","3classPass",NA,NA,"m",3,"3class",FALSE,658,TRUE
"659","Backström, Mr. Karl Alfred",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,659,TRUE
"660","Backström, Mrs. Maria Mathilda (née Gustafsson)",33,"S","3classPass","D",NA,"f",3,"3class",TRUE,660,TRUE
"661","Badman, Miss Emily Louisa",18,"S","3classPass","C",NA,"f",3,"3class",TRUE,661,TRUE
"662","Badt, Mr. Mohamed",40,"C","3classPass",NA,NA,"m",3,"3class",FALSE,662,TRUE
"663","Bakic, Mr. Kerim",26,"S","3classPass",NA,NA,"m",3,"3class",FALSE,663,TRUE
"664","Banski, Mrs. Mara (née Osman)",31,"S","3classPass","1",NA,"f",3,"3class",TRUE,664,TRUE
"665","Baqlini, Mrs. Mariyam Latifa (née Qurban)",24,"C","3classPass","C",NA,"f",3,"3class",TRUE,665,TRUE
"666","Baqlini, Miss Mariya Katarin",5,"C","3classPass",NA,NA,"f",3,"3class",FALSE,666,FALSE
"667","Baqlini, Miss Eujini",4,"C","3classPass",NA,NA,"f",3,"3class",FALSE,667,FALSE
"668","Baqlini, Miss Hileni Barbarah",0.75,"C","3classPass",NA,NA,"f",3,"3class",FALSE,668,FALSE
"669","Barbarah, Mrs. Katarin Dawud",45,"C","3classPass",NA,NA,"f",3,"3class",FALSE,669,TRUE
"670","Barbarah, Miss Saidah",18,"C","3classPass",NA,NA,"f",3,"3class",FALSE,670,TRUE
"671","Barry, Miss Julia",26,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,671,TRUE
"672","Barton, Mr. David John",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,672,TRUE
"673","Beavan, Mr. William Thomas",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,673,TRUE
"674","Bengtsson, Mr. Johan Viktor",26,"S","3classPass",NA,NA,"m",3,"3class",FALSE,674,TRUE
"675","Berglund, Mr. Karl Ivar Sven",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,675,TRUE
"676","Betros, Mr. Tannous",20,"C","3classPass",NA,NA,"m",3,"3class",FALSE,676,TRUE
"677","Birkeland, Mr. Hans Martin Monsen",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,677,TRUE
"678","Björklund, Mr. Ernst Herbert",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,678,TRUE
"679","Bostandyeff, Mr. Guentcho",26,"S","3classPass",NA,NA,"m",3,"3class",FALSE,679,TRUE
"680","Bourke, Mr. John",42,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,680,TRUE
"681","Bourke, Mrs. Catherine (née McHugh)",32,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,681,TRUE
"682","Bourke, Miss Mary",40,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,682,TRUE
"683","Bowen, Mr. David John ""Dai""",20,"S","3classPass",NA,NA,"m",3,"3class",FALSE,683,TRUE
"684","Bradley, Miss Bridget Delia",22,"Q","3classPass","13",NA,"f",3,"3class",TRUE,684,TRUE
"685","Braf, Miss Elin Ester Maria",20,"S","3classPass",NA,NA,"m",3,"3class",FALSE,685,TRUE
"686","Braund, Mr. Lewis Richard",29,"S","3classPass",NA,NA,"m",3,"3class",FALSE,686,TRUE
"687","Braund, Mr. Owen Harris",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,687,TRUE
"688","Brobeck, Mr. Karl Rudolf",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,688,TRUE
"689","Brocklebank, Mr. William Alfred",35,"S","3classPass",NA,NA,"m",3,"3class",FALSE,689,TRUE
"690","Buckley, Mr. Daniel",21,"Q","3classPass","13",NA,"m",3,"3class",TRUE,690,TRUE
"691","Buckley, Miss Catherine",22,"Q","3classPass",NA,"299MB","f",3,"3class",FALSE,691,TRUE
"692","Bulus, Mrs. Sultanah (née Rizq)",40,"C","3classPass",NA,NA,"f",3,"3class",FALSE,692,TRUE
"693","Bulus, Master Akar",9,"C","3classPass",NA,NA,"m",3,"3class",FALSE,693,FALSE
"694","Bulus, Miss Nur-al-Ayn",7,"C","3classPass",NA,NA,"f",3,"3class",FALSE,694,FALSE
"695","Burke, Mr. Jeremiah",19,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,695,TRUE
"696","Burns, Miss Mary Delia",17,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,696,TRUE
"697","Butrus-Youssef, Mrs. Katarin (née Rizk)",24,"C","3classPass","C",NA,"f",3,"3class",TRUE,697,TRUE
"698","Butrus-Youssef, Master Makhkhul",4,"C","3classPass","D",NA,"m",3,"3class",TRUE,698,FALSE
"699","Butrus-Youssef, Miss Marianna",2,"C","3classPass","C",NA,"f",3,"3class",TRUE,699,FALSE
"700","Cacic, Mr. Jego Grga",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,700,TRUE
"701","Cacic, Mr. Luka",38,"S","3classPass",NA,NA,"m",3,"3class",FALSE,701,TRUE
"702","Cacic, Miss Marija",30,"S","3classPass",NA,NA,"f",3,"3class",FALSE,702,TRUE
"703","Cacic, Miss Manda",21,"S","3classPass",NA,NA,"f",3,"3class",FALSE,703,TRUE
"704","Calic, Mr. Jovo",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,704,TRUE
"705","Calic, Mr. Petar",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,705,TRUE
"706","Canavan, Miss Mary",22,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,706,TRUE
"707","Canavan, Mr. Patrick ""Peter""",21,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,707,TRUE
"708","Cann, Mr. Ernest Charles",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,708,TRUE
"709","Caram, Mr. Joseph",28,"C","3classPass",NA,"28MB[86]","m",3,"3class",FALSE,709,TRUE
"710","Caram, Mrs. Maria (née Elias)",18,"C","3classPass",NA,NA,"f",3,"3class",FALSE,710,TRUE
"711","Carlsson, Mr. Carl Robert",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,711,TRUE
"712","Carlsson, Mr. August Sigfrid",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,712,TRUE
"713","Carr, Miss Jane",47,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,713,TRUE
"714","Carver, Mr. Alfred John",28,"S","3classPass",NA,NA,"m",3,"3class",FALSE,714,TRUE
"715","Celotti, Mr. Francesco",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,715,TRUE
"716","Chang, Mr. Chip",32,"S","3classPass","C",NA,"m",3,"3class",TRUE,716,TRUE
"717","Charters, Mr. David",28,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,717,TRUE
"718","Cheong, Mr. Foo",32,"S","3classPass","C",NA,"m",3,"3class",TRUE,718,TRUE
"719","Christmann, Mr. Emil",29,"S","3classPass",NA,NA,"m",3,"3class",FALSE,719,TRUE
"720","Chronopoulos, Mr. Apostolos",26,"C","3classPass",NA,NA,"m",3,"3class",FALSE,720,TRUE
"721","Chronopoulos, Mr. Dimitrios",18,"C","3classPass",NA,NA,"m",3,"3class",FALSE,721,TRUE
"722","Coelho, Mr. Domingos Fernandes",20,"S","3classPass",NA,NA,"m",3,"3class",FALSE,722,TRUE
"723","Cohen, Mr. Gershon ""Gus""",18,"S","3classPass","12",NA,"m",3,"3class",TRUE,723,TRUE
"724","Colbert, Mr. Patrick",24,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,724,TRUE
"725","Coleff, Mr. Fotio",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,725,TRUE
"726","Coltcheff, Mr. Peju",36,"S","3classPass",NA,NA,"m",3,"3class",FALSE,726,TRUE
"727","Conlon, Mr. Thomas Henry",31,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,727,TRUE
"728","Connaghton, Mr. Michael",31,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,728,TRUE
"729","Connolly, Miss Catherine ""Kate""",35,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,729,TRUE
"730","Connolly, Miss Katherine ""Kate""",22,"Q","3classPass","13",NA,"f",3,"3class",TRUE,730,TRUE
"731","Connors, Mr. Patrick John",61,"Q","3classPass",NA,"171MB","m",3,"3class",FALSE,731,TRUE
"732","Cook, Mr. Jacob",43,"S","3classPass",NA,NA,"m",3,"3class",FALSE,732,TRUE
"733","(Kukk, Mr. Jakob?)",43,"S","3classPass",NA,NA,"m",3,"3class",FALSE,733,TRUE
"734","Cor, Mr. Bartol",35,"S","3classPass",NA,NA,"m",3,"3class",FALSE,734,TRUE
"735","Cor, Mr. Ivan",27,"S","3classPass",NA,NA,"m",3,"3class",FALSE,735,TRUE
"736","Cor, Mr. Liudevit",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,736,TRUE
"737","Corn, Mr. Henry ""Harry""",30,"S","3classPass",NA,NA,"m",3,"3class",FALSE,737,TRUE
"738","Corr, Miss Helen",16,"Q","3classPass","16",NA,"f",3,"3class",TRUE,738,TRUE
"739","Coutts, Mrs. Mary Winnie (née Trainer)",36,"S","3classPass","2",NA,"f",3,"3class",TRUE,739,TRUE
"740","Coutts, Master William Loch ""Willie""",9,"S","3classPass","2",NA,"m",3,"3class",TRUE,740,FALSE
"741","Coutts, Master Neville Leslie",3,"S","3classPass","2",NA,"m",3,"3class",TRUE,741,FALSE
"742","Coxon, Mr. Daniel",59,"S","3classPass",NA,NA,"m",3,"3class",FALSE,742,TRUE
"743","Crease, Mr. Ernest James",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,743,TRUE
"744","Cribb, Mr. John Hatfield",44,"S","3classPass",NA,NA,"m",3,"3class",FALSE,744,TRUE
"745","Cribb, Miss Laura Mae",16,"S","3classPass","12",NA,"f",3,"3class",TRUE,745,TRUE
"746","Culumovic, Mr. Jeso",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,746,TRUE
"747","Dahir, Mr. Tannous",28,"C","3classPass",NA,NA,"m",3,"3class",FALSE,747,TRUE
"748","Dahl, Mr. Charles Edwart",45,"S","3classPass","15",NA,"m",3,"3class",TRUE,748,TRUE
"749","Dahlberg, Miss Gerda Ulrika",22,"S","3classPass",NA,NA,"f",3,"3class",FALSE,749,TRUE
"750","Dakic, Mr. Branko",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,750,TRUE
"751","Daly, Miss Margaret ""Maggie""",30,"Q","3classPass","15",NA,"f",3,"3class",TRUE,751,TRUE
"752","Daly, Mr. Eugene Patrick",29,"Q","3classPass","B",NA,"m",3,"3class",TRUE,752,TRUE
"753","Danbom, Mr. Ernst Gilbert",34,"S","3classPass",NA,"197MB","m",3,"3class",FALSE,753,TRUE
"754","Danbom, Mrs. Anna Sigrid Maria (née Brogren)",28,"S","3classPass",NA,NA,"f",3,"3class",FALSE,754,TRUE
"755","Danbom, Master Gilbert Sigvard Emanuel",0.25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,755,FALSE
"756","Danoff, Mr. Yoto",27,"S","3classPass",NA,NA,"m",3,"3class",FALSE,756,TRUE
"757","Dantcheff, Mr. Ristju",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,757,TRUE
"758","Davies, Mr. Evan",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,758,TRUE
"759","Davies, Mr. Alfred John",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,759,TRUE
"760","Davies, Mr. John Samuel",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,760,TRUE
"761","Davies, Mr. Joseph",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,761,TRUE
"762","Davison, Mr. Thomas Henry ""Harry""",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,762,TRUE
"763","Davison, Mrs. Mary Elizabeth",34,"S","3classPass","16",NA,"f",3,"3class",TRUE,763,TRUE
"764","De Messemaeker, Mr. Guillaume Joseph",36,"S","3classPass","15",NA,"m",3,"3class",TRUE,764,TRUE
"765","De Messemaeker, Mrs. Anna (née de Becker)",36,"S","3classPass","13",NA,"f",3,"3class",TRUE,765,TRUE
"766","de Mulder, Mr. Theodoor",36,"S","3classPass","11",NA,"m",3,"3class",TRUE,766,TRUE
"767","de Pelsmaeker, Mr. Alfons",16,"S","3classPass",NA,NA,"m",3,"3class",FALSE,767,TRUE
"768","Dean, Mr. Bertram Frank",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,768,TRUE
"769","Dean, Mrs. Eva Georgetta (née Light)",32,"S","3classPass","10",NA,"f",3,"3class",TRUE,769,TRUE
"770","Dean, Master Bertram Vere",1,"S","3classPass",NA,NA,"m",3,"3class",FALSE,770,FALSE
"771","Dean, Miss Elizabeth Gladys ""Millvina""",0.166,"S","3classPass",NA,NA,"f",3,"3class",FALSE,771,FALSE
"772","Delalic, Mr. Redjo",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,772,TRUE
"773","Denkoff, Mr. Mitto",30,"S","3classPass",NA,NA,"m",3,"3class",FALSE,773,TRUE
"774","Dennis, Mr. William",26,"S","3classPass",NA,NA,"m",3,"3class",FALSE,774,TRUE
"775","Dennis, Mr. Samuel",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,775,TRUE
"776","Devaney, Miss Margaret Delia",19,"Q","3classPass","C",NA,"f",3,"3class",TRUE,776,TRUE
"777","Dika, Mr. Mirko",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,777,TRUE
"778","Dimic, Mr. Jovan",42,"S","3classPass",NA,NA,"m",3,"3class",FALSE,778,TRUE
"779","Dintcheff, Mr. Valtcho",43,"S","3classPass",NA,NA,"m",3,"3class",FALSE,779,TRUE
"780","Donohoe, Miss Bridget",21,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,780,TRUE
"781","Dooley, Mr. Patrick J.",43,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,781,TRUE
"782","Dorking, Mr. Edward Arthur",18,"S","3classPass","B",NA,"m",3,"3class",TRUE,782,TRUE
"783","Doherty, Mr. William John (aka ""James Moran"")",22,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,783,TRUE
"784","Dowdell, Miss Elizabeth",31,"S","3classPass","13",NA,"f",3,"3class",TRUE,784,TRUE
"785","Doyle, Miss Elizabeth",24,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,785,TRUE
"786","Draženovic, Mr. Jozef",33,"C","3classPass",NA,"51MB","m",3,"3class",FALSE,786,TRUE
"787","Dropkin, Miss Jennie",24,"S","3classPass","13",NA,"f",3,"3class",TRUE,787,TRUE
"788","Duquemin, Mr. Joseph Pierre",19,"S","3classPass","D",NA,"m",3,"3class",TRUE,788,TRUE
"789","Dwan, Mr. Frank",65,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,789,TRUE
"790","Dyker, Mr. Adolf Fredrik",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,790,TRUE
"791","Dyker, Mrs. Anna Elisabeth Judith (née Andersson)",22,"S","3classPass","16",NA,"f",3,"3class",TRUE,791,TRUE
"792","Edvardsson, Mr. Gustaf Hjalmar",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,792,TRUE
"793","Eklund, Mr. Hans Linus",16,"S","3classPass",NA,NA,"m",3,"3class",FALSE,793,TRUE
"794","Ekström, Mr. Johan",45,"S","3classPass",NA,NA,"m",3,"3class",FALSE,794,TRUE
"795","Elias, Mr. Dibo",29,"C","3classPass",NA,NA,"m",3,"3class",FALSE,795,TRUE
"796","Elias, Mr. Joseph Jr.",15,"C","3classPass",NA,NA,"m",3,"3class",FALSE,796,FALSE
"797","Elias Nasrallah, Mr. Tannous",17,"C","3classPass",NA,NA,"m",3,"3class",FALSE,797,TRUE
"798","Elsbury, Mr. William James",47,"S","3classPass",NA,NA,"m",3,"3class",FALSE,798,TRUE
"799","Emanuel, Miss Virginia Ethel",6,"S","3classPass","13",NA,"f",3,"3class",TRUE,799,FALSE
"800","Estanislau, Mr. Manuel Gonçalves",37,"S","3classPass",NA,NA,"m",3,"3class",FALSE,800,TRUE
"801","Everett, Mr. Thomas James",39,"S","3classPass",NA,"187MB","m",3,"3class",FALSE,801,TRUE
"802","Fardon, Mr. Charles R.(alias Charles Franklin)",38,"C","3classPass",NA,NA,"m",3,"3class",FALSE,802,TRUE
"803","Farrell, Mr. James ""Jim""",25,"Q","3classPass",NA,"68MB","m",3,"3class",FALSE,803,TRUE
"804","Finoli, Mr. Luigi",34,"S","3classPass","15",NA,"m",3,"3class",TRUE,804,TRUE
"805","Fischer, Mr. Eberhard Thelander",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,805,TRUE
"806","Fleming, Miss Honora ""Nora""",22,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,806,TRUE
"807","Flynn, Mr. James",28,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,807,TRUE
"808","Flynn, Mr. John",42,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,808,TRUE
"809","Foley, Mr. Joseph",19,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,809,TRUE
"810","Foley, Mr. William",20,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,810,TRUE
"811","Ford, Mr. Arthur",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,811,TRUE
"812","Ford, Mrs. Margaret Ann (née Watson)",48,"S","3classPass",NA,NA,"f",3,"3class",FALSE,812,TRUE
"813","Ford, Miss Dollina Margaret",20,"S","3classPass",NA,NA,"f",3,"3class",FALSE,813,TRUE
"814","Ford, Mr. Edward Watson",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,814,TRUE
